Judgment at Nuremberg,Jules Brenner,Cinema Signals,8.0,2004-9-24,
Judgment at Nuremberg,Christopher Null,Filmcritic.com,8.0,2004-8-14,"In the grand tradition of courtroom dramas, Nuremberg has the distinction of being probably the most ""important"" of them all - even if it's not the most blatantly entertaining"
Some Like It Hot,Matt Brunson,Film Frenzy,10.0,2022-2-12,"The film's final line is legendary, though I have a soft spot for Jerry's description of a sashaying Sugar: ""Look at that! Look how she moves! That's just like Jell-O on springs!"""
Some Like It Hot,Matt Neal,ABC Radio (Australia),10.0,2020-9-8,"""Nobody's perfect"" indeed, but Some Like It Hot just about is."
Some Like It Hot,Mike Massie,Gone With The Twins,10.0,2020-8-23,"Features many spectacularly orchestrated sequences that take advantage of the role reversals, which aren't toned down as much as audiences might expect for a '50s movie."
Some Like It Hot,Sky Staff,Sky Cinema,10.0,2019-4-22,A milestone comedy to watch again and again.
Some Like It Hot,Chris Cabin,Slant Magazine,10.0,2019-2-23,"The film is an outrageous, hilarious, and amazingly unpretentious trip through a funhouse of sexual identities."
Du rififi chez les hommes,Victor Pineyro,Seventh Art Studio,10.0,2023-1-7,The guide for heist movies was created in 1955 with this film. A masterpiece that everyone has been trying to copy over the years. [Full review in Spanish]
Du rififi chez les hommes,Taylor Baker,Drink in the Movies,9.0,2021-9-5,Episode 23: Vox Lux / The Guilty / Shoplifters / The Mule / Rififi
Du rififi chez les hommes,Ernesto Diezmartinez,Letras Libres,10.0,2020-12-31,"""Dassin's first French film is a stylistic and thematic distillation of his best Hollywood work"". [Full review in Spanish]"
Du rififi chez les hommes,Mike Massie,Gone With The Twins,8.0,2020-8-23,"It doesn't play by conventional rules, opting for a chief thief whose motives aren't about spending millions and a getaway that's complicated by ruthless enemies."
Du rififi chez les hommes,Sarah Boslaugh,Playback:stl,7.0,2016-3-4,...portrays a robbery in painstaking detail (and in a way that would not have been permitted by American censors in 1955)...
Du rififi chez les hommes,Chris Cabin,Slant Magazine,10.0,2015-8-28,Jules Dassin doesn't waste much time in expressing exactly what he thinks of the criminals and gangster culture that rule his underworld.
Du rififi chez les hommes,Matt Brunson,Creative Loafing,8.75,2014-4-18,Sandwiched between two great American heist flicks -- John Huston's 1950 The Asphalt Jungle and Stanley Kubrick's 1956 The Killing -- French writer-director Jules Dassin's Rififi employs the three-act structure that works well for any film of this nature.
Du rififi chez les hommes,Pablo Villaça,Cinema em Cena,10.0,2009-2-8,"Ao lado de Bob, O Jogador, este longa  um dos melhores do gnero, tornando-se especialmente brilhante na longa seqncia do roubo, que, sem dilogos ou trilha sonora, revelou-se seminal e inesquecvel."
Du rififi chez les hommes,Cole Smithey,ColeSmithey.com,8.0,2007-3-29,The grandfather of all heists movies. Essential.
Dial M for Murder,Danielle Solzman,Solzy at the Movies,8.0,2023-1-3,Dial M for Murder is never short of suspense and the master of suspense's first of three films with Grace Kelly is among the top tier of Hitchcock's filmography.
Dial M for Murder,Keith Garlington,Keith & the Movies,9.0,2022-8-20,The story never trips over itself and Hitchcock let’s Knott’s script do most of the heavy lifting.
Dial M for Murder,Mike Massie,Gone With The Twins,9.0,2020-8-18,"Although the first act is where the franticness resides, the brilliance of the film is in the aftermath."
Dial M for Murder,PJ Nabarro,Patrick Nabarro,6.0,2019-10-31,"The film will mainly be of interest to Hitchcock aficionados and fans of '50s moviemaking - from the décor and costume, to the lovely use of Technicolor."
Dial M for Murder,David Keyes,Cinemaphile.org,7.5,2015-11-25,"The movie is worth seeing even now, if for no other aim than to show a man ambitiously experimenting with the devious facets that would inspire greater films."
Dial M for Murder,Tim Brayton,Antagony & Ecstasy,8.0,2014-7-5,An exercise made by an enormously talented constructor of thrillers in the most fertile period of his career.
Dial M for Murder,Jennie Kermode,Eye for Film,8.0,2013-8-19,The risk with clever thrillers is always that they will focus on pleasing the intellect at the expense of developing more depth. Dial M For Murder is a different kind of animal.
Dial M for Murder,David Parkinson,Radio Times,8.0,2013-7-26,"Milland's sinister sophistication catches the eye, but Kelly's subtly shaded suffering is superb."
Dial M for Murder,Charlotte O'Sullivan,London Evening Standard,6.0,2013-7-26,"Ray Milland is great as cold fish Tony Wendice, a former tennis pro who plans to bump off his adulterous wife. Still, Grace Kelly is mis-cast (or misdirected) as the spouse in question."
Dial M for Murder,Allan Hunter,Daily Express (UK),8.0,2013-7-25,"The depth of focus, framing of characters and objects and use of the claustrophobic sets add extra pleasure to what was already a thoroughly enjoyable ""perfect crime"" nail-biter."
Dial M for Murder,Peter Bradshaw,Guardian,8.0,2013-7-25,"The set-up is ingenious and the ""kill"" scene genuinely thrilling."
Dial M for Murder,Nigel Andrews,Financial Times,8.0,2013-7-25,Grace Kelly reaches out into the audience for murder scissors; foreground tea tables all but clonk your knees; a tell-tale door key - how many Hitchcock revelation moments feature those! - is brandished inches from your nose.
Dial M for Murder,Matthew Thrift,Little White Lies,6.0,2013-7-25,"Second tier Hitch perhaps, but no less enjoyable for it, and still a marvel of cinematic technique."
Dial M for Murder,David Parkinson,Empire Magazine,6.0,2013-7-22,Despite Hitchcock's own reservations this is definitely worth a look. Interesting to his aficionados and darkly funny and depressing in turns.
Dial M for Murder,Emma Dibdin,Total Film,8.0,2013-7-16,"A tightly wound psychological parlour game, expanded only slightly from its claustrophobic stage roots."
To Be or Not to Be,Brian Eggert,Deep Focus Review,10.0,2022-2-23,"Throughout To Be or Not to Be, Lubitsch orchestrates a comic work of art whose central theme of acting offers perhaps the most accurate assessment of and staggering blow against the Nazi movement ever put to film."
To Be or Not to Be,Mike Massie,Gone With The Twins,5.0,2021-3-24,"Slapstick switcheroos and distractions abound, but the underlying suspense of Nazi oppression never lets up."
To Be or Not to Be,Danielle Solzman,Solzy at the Movies,10.0,2019-10-17,"Ernst Lubitsch's To Be Or Not to Be, starring Jack Benny and Carole Lombard, is a top-notch World War 2 satire taking place during the Holocaust."
To Be or Not to Be,Matt Brunson,Film Frenzy,10.0,2019-5-4,"A masterpiece. ... Hurtling forward with its dizzying blend of laughs and intrigue, the movie's blessed with a script that's jam-packed with memorable quips (some laced with naughty double entendres), with most of the best ones handed over to Benny."
To Be or Not to Be,Kate Cameron,New York Daily News,8.75,2018-1-18,"It isn't, I am sorry to say, Lubitsch's most intriguing comedy, nor is it the best of Jack Benny vehicles, but it will do until another buggy comes along."
To Be or Not to Be,Barbara Shulgasser,Common Sense Media,6.0,2017-6-27,Classic '40s anti-Nazi comedy has some violence.
To Be or Not to Be,Tim Brayton,Antagony & Ecstasy,8.0,2015-4-26,It's not all-time championship Lubitsch.... But the film is operating in two totally distinct comic modes and both of them are executed perfectly.
To Be or Not to Be,James Kendrick,Q Network Film Desk,10.0,2013-9-20,One of Lubitsch's greatest works and one of the most inventive anti-Nazi films to emerge from Hollywood.
To Be or Not to Be,Christopher Long,Movie Metropolis,8.0,2013-9-9,"Singing ""Heil pbbt!"" right in Der Fuehrer's face was certainly an act of resistance, and Lubitsch, Benny, Lombard, and company sure knew how to carry the tune."
To Be or Not to Be,Peter Canavese,Groucho Reviews,8.75,2013-9-3,"To Be or Not to Be has all the hallmarks of a Lubitsch comedy: a solidly constructed plot, good comic pacing, a light touch, and strong performances from top to bottom. [Blu-ray]"
To Be or Not to Be,Keith Phipps,The Dissolve,10.0,2013-8-27,"Lubitsch understood at the time, even if many critics and filmgoers didn't, that all those elements and all that rule-breaking make To Be Or Not To Be brilliant."
To Be or Not to Be,David Parkinson,Empire Magazine,10.0,2008-8-20,A masterpiece satire around the Second World War is more likely to be appreciated now after some distance.
The Gold Rush,Wesley Lovell,Cinema Sight,8.75,2023-10-5,The film captures the humor and the tragedy of one man’s life in the gold rush era and the end is inspirationally poetic.
The Gold Rush,Mike Massie,Gone With The Twins,10.0,2020-7-27,One of Charlie Chaplin's most endearing and popular works.
The Gold Rush,Michael J. Casey,Boulder Weekly,8.0,2020-6-30,Chaplin's greatest comedy is also his most recognizable.
The Gold Rush,Mattie Lucas,From the Front Row,8.75,2019-8-6,"Chaplin may have made better films during his career, but his unique charm remains just as timeless as ever."
The Gold Rush,Eric Melin,Kansas City Star,8.75,2012-9-4,"It shows Chaplin mixing slapstick with heartbreak like nobody else could. It's plotted in an episodic fashion, but each piece of the puzzle is also a memorable, entertaining bit in and of itself."
The Gold Rush,Matt Brunson,Creative Loafing,10.0,2012-7-13,No one can mix slapstick and sentimentality quite like Chaplin.
Portrait de la jeune fille en feu,Denise Pieniazek,Metacultura (AR),9.0,2023-12-28,"The film links several interesting themes: the role of women artists at that time, lesbianism, abortion, social canons and their hypocrisy. There are at least two aspects of the women painters that are well and correspond to historical facts."
Portrait de la jeune fille en feu,Dallas King,Flick Feast,10.0,2022-11-11,"Every artist begins with a blank canvas. It is what they do with it that defines them. With Portrait Of A Lady On Fire, Céline Sciamma has painted her masterpiece."
Portrait de la jeune fille en feu,Jane Freebury,The Canberra Times (Australia),10.0,2022-8-17,This intelligent and sensuous film is special. An intimate and delicate study of how two people can fall in love.
Portrait de la jeune fille en feu,Victor Pineyro,Seventh Art Studio,8.0,2022-6-23,"Every shot feels as if it was painted on a canvas. Love and romance are not the same thing, and it is subtly shown in this movie that surrounds the lack of freedom there is in secrets. [Full review in Spanish]"
Portrait de la jeune fille en feu,Brian Eggert,Deep Focus Review,10.0,2022-2-21,"It's a film that acknowledges the limits of reality even as Sciamma finds overriding freedom in her characters yearnings, making, as one character observes, not the lover's choice, but the poet's in telling this story."
Portrait de la jeune fille en feu,William Venegas,La Nación (Costa Rica),10.0,2021-12-8,The plot reveals itself with an assured poetic tone that never falters. [Full review in Spanish]
Portrait de la jeune fille en feu,Fernando E. Juan Lima,EscribiendoCine,6.0,2021-10-26,What works comes less from the script and more from the presence and power of the two beautiful protagonists. [Full Review in Spanish]
Portrait de la jeune fille en feu,Eddie Harrison,film-authority.com,8.0,2021-9-21,"...a sumptuous, haunting love story with moments of dynamism..."
Portrait de la jeune fille en feu,Ben Turner,The Pink Lens,8.0,2021-9-1,"While it says much about the female gaze - both as painter and painted, watcher and watched - that doesn't stop it from sagging in its final act."
Portrait de la jeune fille en feu,Laura Potier,Outtake Mag,10.0,2021-8-16,"[A] deconstruction of the male gaze, bringing forth a new lens through which to view women's agency and historic contributions to art... wrapped in a gentle yet painful love story."
Portrait de la jeune fille en feu,Milana Vujkov,Lola On Film,10.0,2021-7-31,"Unfolds as a liquid painting, shades of honey, earth, and time, with a soundtrack burning off all that is unnecessary."
Haider,Deepika Shetty,The Straits Times (Singapore),7.0,2015-5-13,"Using Hamlet as his inspiration, director Vishal Bharadwaj's new film finally does full justice to India's under-rated acting dynamos -- Kapoor and Tabu -- without trivialising the larger issue of Kashmir that forms the backdrop."
Haider,Srijana Mitra Das,The Times of India,8.0,2015-4-15,To see or not to see is no dilemma here.
Haider,Sweta Kaushal,Hindustan Times,8.0,2015-4-15,Vishal Bhardwaj's Haider goes where Bollywood rarely treads: the movie based on William Shakespeare's Hamlet goes beyond clichés on Kashmir and its characters aren't trying to be entertaining.
Haider,Anil Sinanan,Time Out,6.0,2015-4-15,"The result is a tense, well crafted drama that lacks the deep emotional intensity required in its disturbed characters."
Haider,Shubhra Gupta,The Indian Express,4.0,2015-4-15,"I doubt if I will be able to forget the stunning visuals which dot the film, but the sum is never more than its terrific parts."
Haider,Rahul Desai,Mumbai Mirror,6.0,2015-4-15,Tabu and Kay Kay Menon are enthralling to watch.
Haider,Sukanya Verma,Rediff.com,8.0,2015-4-15,"I found myself a little restless by its initial pace but Haider's deliberations are essential and, eventually, rewarding because it sensibly concerns itself beyond its titular man."
Haider,Mike McCahill,Guardian,6.0,2014-10-2,"A palpable hit, in any language."
Haider,Priya Joshi,Digital Spy,8.0,2014-10-2,This is exemplary cinema and a work of great artistic merit.
Relatos salvajes,Brian Eggert,Deep Focus Review,7.5,2022-2-21,"Not every story will resonate, and the overall theme doesn't leave one with a sense of their combined profundity, but three or four stories are bound to feel familiar and thus deliciously watchable."
Relatos salvajes,Yasser Medina,Cinefilia,7.0,2020-6-26,"The thing is, the movie is entertaining, and it's contagious when it mocks the idiosyncrasies of a cynical civilization. [Full review in Spanish]"
Relatos salvajes,Karl Delossantos,Smash Cut Reviews,8.5,2019-8-8,"Damián Szifron tells each story with a specific visual flair that helps make ""Wild Tales"" the best anthology movie I've ever seen."
Relatos salvajes,Cameron Ward,One Room With A View,10.0,2019-5-14,Damián Szifron's deranged satire excels at every opportunity.
Relatos salvajes,Christine Jun,CineVue,6.0,2019-4-4,"Gleeful one-liners and frantic pacing aside, Wild Tales often feels less like real storytelling and more like superficial contrivances inflated by mechanized melodrama."
Relatos salvajes,Guillem Martinez Oya,Cinematismo,8.0,2019-1-20,A vision about desesperates human beings trying to razionalized their wildness. Six short and intense histories. A masterpiece. [Full review in Spanish]
Relatos salvajes,Josh Larsen,LarsenOnFilm,7.5,2017-9-18,...each segment gradually ratchets up until it becomes a visual demonstration of Murphy's Law.
Soul,Diego Batlle,Otroscines.com,8.0,2024-2-16,"While it's true that some themes such as ""the meaning of life"" could be inaccessible to younger viewers, Soul is also understood and works on a more basic level. [Full review in Spanish]"
Soul,Rolando Gallego,EscribiendoCine,6.0,2024-2-16,"Some luminous musical numbers, the protagonist's transformation, and the visualization of concepts such as lost souls, or “no-body” lift a movie that finds its driving force in the reiteration of ideas... [Full review in Spanish]"
Soul,Whelan Barzey,Time Out,6.0,2023-7-25,"If anything, Soul is guilty of over-ambition. The wizardry and wit are there, but it lacks Pixar’s usual deftness in making complex themes sing for youngsters."
Soul,Wesley Lovell,Cinema Sight,10.0,2022-11-26,"...it should help convince them that even if it’s not something they are great at, all they have to have is passion for its pursuit and that will be more than enough to satisfy their soul’s enrichment."
Soul,M.N. Miller,Ready Steady Cut,8.0,2022-9-9,"Soul is a thoughtful animated family film with a tender nature, some sweet laughs, and an even kinder heart."
Soul,Zoë Rose Bryant,Loud and Clear Reviews,8.0,2022-9-1,"Soul may not match the top-tier titles in Pixar’s formidable filmography, but this emotive exploration of human existence is just as engrossing all the same."
Soul,Keith Garlington,Keith & the Movies,7.0,2022-8-25,"“Soul” is a heartfelt story about second chances and finding real purpose in your life. It’s about obsessions, mortality, and finding the true qualities that make each of us tick."
Soul,Daniel Howat,Next Best Picture,8.0,2022-5-20,"While there’s plenty of zany action, including talking animals and a body swap, Soul is one of Pixar’s quietest, most contemplative, and gentle films. And for anyone who has questioned why you’re here, this will pack an emotional punch."
Soul,Victoria Luxford,City AM,8.0,2022-2-28,"The film teeters on that fine line between genius and curiosity, going in directions that are unexpected even for a studio like Pixar. The film is confirmation that Pixar are still a company that do things their way, and that can only be a good thing."
Soul,Brian Eggert,Deep Focus Review,10.0,2022-2-17,"Beyond its sillier humorous notes and efficient, fast-paced explanations of complex worlds, Soul rewards contemplation."
Soul,Mat Brunet,AniMat's Review (YouTube),10.0,2022-2-16,"Soul is not just another masterpiece in the Pixar collection, but it is also the studios most thought-provoking and one of their most innovative features theyve made."
Soul,Jeffrey Harris,411mania,9.0,2022-2-14,"The film looks exceptional, the music sounds amazing, yet even with all the technical bells and whistles, Soul never forgets the emotional core and experience of its characters. It's a film that tells a story at a sensory level."
Kis Uykusu,Diego Batlle,Otroscines.com,8.0,2023-4-26,"Winter Sleep is a distressing and desolating story about class differences, religious conflicts in a society that's predominately Muslim, and the inner contradictions of those who propose political correctness... [Full review in Spanish]"
Kis Uykusu,Jordan M. Smith,IONCINEMA.com,6.0,2020-10-27,"There is great density within the richly spoken dialogue that endlessly flows throughout the film, but it's almost as if the ideas that flourish through spoken thoughts end up nearing drowning the purely cinematic aspects of the film."
Kis Uykusu,Yasser Medina,Cinefilia,7.0,2020-6-26,"Here we find not only a penetrating film [adapted from Anton Chekhov's work], but an epitome of loneliness and the human condition, as well as the moral questioning of good and evil that divides the social strata. [Full review in Spanish]"
Kis Uykusu,Ben Nicholson,CineVue,10.0,2019-4-3,"Ceylan's latest is a claustrophobic chamber piece spun out into a vast, rich and beautifully intricate tapestry."
Kis Uykusu,Jason Solomons,The Mail on Sunday (UK),6.0,2017-10-30,"It's a claustrophobic, bitter, terribly long movie that doesn't reward the viewer's heart or patience."
Kis Uykusu,Peter Calder,New Zealand Herald,9.0,2016-4-26,"The formidable running time will doubtless deter many, which is a shame: Winter Sleep is never less than richly engrossing, even if some scenes, stretched too long, take on a didactic, even slightly hectoring tone."
Kis Uykusu,Glenn Sumi,NOW Toronto,10.0,2015-12-18,"There's no melodrama in this film, only beautifully observed moments worthy of Chekhov and Bergman."
Kis Uykusu,Peter Keough,Boston Globe,10.0,2015-5-21,Such miserable people; why should we care? Maybe because Ceylan does.
Kis Uykusu,Rob Thomas,Madison Movie,7.5,2015-2-27,"""The length allows Ceylan to really sink into the characters and their complicated motives; at times, watching ""Winter Sleep"" is like reading a novel."""
Kis Uykusu,Ann Hornaday,Washington Post,10.0,2015-1-29,"The easy gag about the 196-minute ""Winter Sleep"" is that it's so good it makes 3  1/2 hours feel like two, but that's no joke."
PK,Anna M.M. Vetticad,annavetticadgoes2themovies,7.0,2022-8-15,"In the present atmosphere in India, it’s nothing short of bravery to openly discuss the failings of religion, and PK manages to do this in a highly entertaining fashion. This would not have been possible without the excellent cast headlined by Aamir..."
PK,Manjusha Radhakrishnan,Gulf News (UAE),7.0,2017-8-31,Watch this film if you are a Khan fan and want to learn a thing or two about religious tolerance without making it a bitter pill for viewers.
PK,Anil Sinanan,Time Out,8.0,2016-8-16,"The performances are pitch perfect, with A-lister Khan proving yet again that he's the most versatile and intelligent Indian actor of his generation. The result is probably the best mainstream Hindi film of 2014."
PK,Edmund Lee,South China Morning Post,7.0,2016-4-2,This entertaining Bollywood musical is so relentlessly buoyant in its charge to ask the big questions it comes close to reaching an epiphany.
PK,Christine Iyer,The National (UAE),8.0,2015-5-5,"Never preachy or high-handed, the filmmaker is an expert at presenting complicated concepts in the simplest of ways."
PK,Sapna Samant,"Flicks (AU, NZ, UK)",8.0,2015-4-8,P.K. is a landmark film that has come out at a relevant time in the current Indian and global political climate. Go see it and reflect on the difference between faith and religion.
PK,Rohit Vats,Hindustan Times,8.0,2015-4-8,"There are some very powerful scenes in the film that will make you cry, uneasy in seat, and even laugh sheepishly at times."
PK,Shubhra Gupta,The Indian Express,5.0,2015-4-8,"The focus... gets diluted by a wholly superfluous romance (and songs, tuneful as a couple are), and a face-off between the guy awash in goodness who asks all the right questions and the bad godman who has all the wrong answers."
PK,Rahul Desai,Mumbai Mirror,8.0,2015-4-8,"I can think of nobody but Aamir Khan as PK, and nobody but Rajkumar Hirani as our teacher."
PK,Srijana Mitra Das,The Times of India,8.0,2015-4-8,PK is as much a philosophy as a film.
PK,Saibal Chatterjee,NDTV,10.0,2015-4-8,"Rajkumar Hirani's first film in five years is a warm, funny and piercingly provocative satire that should blow the blues away."
The Grand Budapest Hotel,Keith Garlington,Keith & the Movies,8.0,2022-8-21,It definitely comes more into focus the more times you see it.
The Grand Budapest Hotel,Brian Eggert,Deep Focus Review,10.0,2022-8-15,"Even from a single viewing, an audience knows they have seen what surely must be one of Anderson's best works to date."
The Grand Budapest Hotel,Calum Baker,Radio Times,10.0,2022-6-30,"Wes Anderson's bright, meticulous style reaches its most complete expression in this painfully poignant period comedy."
The Grand Budapest Hotel,Dan Bayer,Next Best Picture,8.0,2022-5-13,"Something this exciting to look at and listen to, something this light and entertaining, shouldn’t leave a viewer so unsatisfied."
The Grand Budapest Hotel,Therese Lacson,Nerdophiles,10.0,2021-10-9,It is a gorgeous movie; both comedic as well as emotional until the very last moment. Another great film by Anderson.
The Grand Budapest Hotel,Richard Crouse,Richard Crouse,9.0,2021-2-1,"Wes Anderson finds a balance between his highly stylized artistic vision, story and heart."
The Grand Budapest Hotel,Mike Massie,Gone With The Twins,9.0,2020-12-4,"No one crafts characters, worlds, and stories quite like Wes Anderson."
The Grand Budapest Hotel,Jordan M. Smith,IONCINEMA.com,8.0,2020-11-4,"The film's wholly fictionalized history and its meticulously composed imagery overlay the darkest thematic innards the filmmaker has yet composed, near-seamlessly melding its war-torn heart with a Mendl's sugary coating."
The Grand Budapest Hotel,Richard Propes,TheIndependentCritic.com,10.0,2020-9-9,It is a film best experienced with a heart and mind fully open.
The Grand Budapest Hotel,Stephen A. Russell,The New Daily (Australia),9.0,2020-8-26,"There's a tantalising darkness just beneath the surface of Anderson's trademark whacky whimsy in his latest offering, The Grand Budapest Hotel, making it one of the year's most unforgettable films"
The Grand Budapest Hotel,Yasser Medina,Cinefilia,8.0,2020-6-25,"At 45 the Wes Anderson metaphor reaches its peak and is still more polymorphic than ever. 'The Grand Budapest Hotel' is another eccentricity of its world, where tragicomedy wraps itself of dreams without the need to wake up. [Full review in Spanish]"
The Grand Budapest Hotel,Adam Kempenaar,Filmspotting,9.0,2020-5-30,"""Times have changed."" It's an elemental Wes Anderson lament..."
Gone Girl,Ezequiel Boetti,EscribiendoCine,8.0,2023-7-11,"The mystery won't let up. Because the movie and the book formulate deeper doubts that, free from the boundaries of a procedural, allow us to generate (bitter) reflections on conjugal love. [Full review in Spanish]"
Gone Girl,Keith Garlington,Keith & the Movies,8.0,2022-8-21,The visual presentation is moody and comfortless yet perfectly appropriate. And the music from Fincher favorites Atticus Ross and Trent Reznor creates atmospheres of tension.
Gone Girl,Brian Eggert,Deep Focus Review,10.0,2022-7-18,"More than the poetry of misdirection, more than disappearances or curdling doubt, more than sinister motives or cunning manipulation, and more shocking than a singularly violent, bloody death, David Fincher's Gone Girl is a portrait of marriage."
Gone Girl,Josh Parham,Next Best Picture,8.0,2022-5-27,"Employing crisp cinematography, atmospheric sound design, and an incredibly effective score, Fincher manages to utilize many of these crafts to create an engaging premise that sells an intriguing thematic insight."
Gone Girl,Dan Brightmore,NME (New Musical Express),9.0,2021-5-26,Fincher combines a maze-like plot with brutal drama to create an unmissable thriller.
Gone Girl,Richard Crouse,Richard Crouse,9.0,2021-2-2,"Not great art, but it is an artfully made potboiler with memorable performances and slick direction that will keep you guessing until the end."
Gone Girl,Leo Brady,AMovieGuy.com,10.0,2021-1-31,"Gone Girl not only entertains, but engages the viewer. This is one creepy masterpiece."
Gone Girl,Marianna Neal,Impression Blend,10.0,2021-1-3,Deliciously twisted!
Gone Girl,Mike Massie,Gone With The Twins,6.0,2020-12-4,Built with a masterful touch.
Gone Girl,Kelechi Ehenulo,Confessions From A Geek Mind,9.0,2020-7-15,"Watching Gone Girl was like watching Fatal Attraction, Misery and War of the Roses all wrapped up in one and yet you still couldn't get close to what this film was."
Hacksaw Ridge,Keith Garlington,Keith & the Movies,9.0,2022-8-21,"The superbly shot battle scenes aside, Gibson’s traditionalist sensibilities show up in how he shoots everything else which is a perfect fit for this particular film. It’s easy to get lost in the period he visualizes."
Hacksaw Ridge,Brian Eggert,Deep Focus Review,6.25,2022-4-9,"Hacksaw Ridge seems at odds with itself, particularly during the chaotic and gruesome second half, as it tells a story about a brave pacifist while also satiating the filmmaker's long-demonstrated bloodlust."
Hacksaw Ridge,Matt Brunson,Film Frenzy,7.5,2021-11-13,"Mel Gibson's direction can hardly be deemed inspired, but because he's less ham-fisted in his jingoistic zeal than Peter Berg, his workmanlike efficiency at least rarely gets in the way of a worthy storyline."
Hacksaw Ridge,Leo Brady,AMovieGuy.com,7.5,2021-2-3,"Hacksaw Ridge sends us into the trenches, displays what one can achieve with faith, and honors the courageous character of Desmond Doss."
Hacksaw Ridge,Mike Massie,Gone With The Twins,7.0,2020-12-4,"It's as if Gibson wants to impart a message of peaceful religious convictions while also reenacting grisly, high-octane war moments."
Hacksaw Ridge,Richard Propes,TheIndependentCritic.com,8.75,2020-9-10,Is Gibson glorifying the violence that Doss nearly gave his life to shun? Perhaps.
Hacksaw Ridge,Kelechi Ehenulo,Confessions From A Geek Mind,7.0,2020-7-17,Hacksaw Ridge has its heart in the right place but gets off to an uneven start and in some respects you could accuse this film as being Oscar bait.
Hacksaw Ridge,Yasser Medina,Cinefilia,7.0,2020-6-27,"We can say Gibson have returned to the violent historical drama for which his style has been characterized, but now he manages to catch us with a poignant anti-war film that talks about the horrors of war. [Full review in Spanish]"
Hacksaw Ridge,Nicholas Bell,IONCINEMA.com,4.0,2019-10-3,"Schmaltzy and hackneyed, despite some glaring bits of hard-won, gritty emotion."
Inside Out,David Nusair,Reel Film Reviews,1.25,2010-12-28,...a misguided and misbegotten endeavor through and through...
Inside Out,Erik Childress,eFilmCritic.com,2.5,2005-6-24,"This is a ridiculous, laughable thriller that will only sell extra tickets to those needing a laugh partner, since its no fun making sarcastic remarks to strangers."
Inside Out,Josh Bell,Las Vegas Weekly,4.0,2005-6-24,"Confusing and unsatisfying, held together only by some good performances by underrated TV veterans."
12 Years a Slave,Keith Garlington,Keith & the Movies,8.0,2022-8-27,Piercing and heart-wrenching.
12 Years a Slave,Brian Eggert,Deep Focus Review,10.0,2022-8-22,"Unsettling and painful to behold, but from the lows of human civilization emerges a courageous and moving motion picture."
12 Years a Slave,Josh Parham,Next Best Picture,10.0,2022-5-27,McQueen's vision is one that articulates the overwhelming bleakness of this chapter of history while also recognizing the fleeting moments of emotional serenity that could oddly descend.
12 Years a Slave,Justin Brown,Medium Popcorn,10.0,2022-2-24,"A lot of the slave movies we see turn around and become a white savior movie, which this one avoided. Every element of this film is done so well and always has a deeply emotional impact on me. It is really captivating."
12 Years a Slave,Brandon Collins,Medium Popcorn,7.5,2022-2-24,"Steve McQueen did a masterful job of finding the balance between some heavy content while making it look visually stunning. The score, performances and cinematography was phenomenal."
12 Years a Slave,Catherine Springer,CathsFilmForum.com,8.0,2021-7-25,"It is a story that demanded to be told, demanded to be heard and it is absolutely perfectly done and deserves to be seen."
12 Years a Slave,Richard Crouse,Richard Crouse,9.0,2021-1-31,"A harrowing, stark movie that is equal parts educational and devastating."
12 Years a Slave,Mike Massie,Gone With The Twins,6.0,2020-12-3,"The subject matter lends itself to compelling stories, but the characters that suffer the worst injustices aren't the primary focus and receive no closure."
12 Years a Slave,Richard Propes,TheIndependentCritic.com,10.0,2020-9-24,It seems impossible to think of anyone turning in as fine a performance as Ejiofor does here.
12 Years a Slave,Stephen A. Russell,The New Daily (Australia),10.0,2020-8-26,"It may have taken its time to daunder down under, garnering plenty of awards buzz behind it, but late January finally saw Steve McQueen's impeccably crafted slavery epic hit our shores, and boy was the eventual Best Picture Oscar-winner worth the wait."
Ford v Ferrari,Denise Pieniazek,Puesta en Escena (AR),8.5,2024-1-27,"It is a very solid film, which has both entertainment and emotion. Through an excellent script it will manage to keep the viewer expectant and intrigued. Its greatest success is that both car fans and non-car fans can really feel the adrenaline."
Ford v Ferrari,Victor Pineyro,Seventh Art Studio,8.0,2022-10-21,The best thing about Ford v Ferrari is how effective it is in injecting its adrenaline. Christian Bale is incredible in one of the movies with the most impressive sound design I've ever heard. [Full review in Spanish]
Ford v Ferrari,Keith Garlington,Keith & the Movies,8.0,2022-8-20,...a rousing racing drama that doesn’t shirk on the human element.
Ford v Ferrari,Brian Eggert,Deep Focus Review,8.75,2022-2-23,"Mangold transitions flawlessly into the period and subject matter, as one might expect. He's among our most talented journeymen directors."
Ford v Ferrari,Jeffrey Harris,411mania,9.0,2022-2-20,"James Mangold proves to be one of the better working directors in the business today with Ford v Ferrari. The film features an impeccable cast, led by an excellent performance by Christian Bale."
Ford v Ferrari,Taylor Baker,Drink in the Movies,8.0,2021-12-1,Episode 53: Honey Boy / Earthquake Bird / Ford v Ferrari
Ford v Ferrari,Nicholas Oon,Maximum Hype (YouTube),7.5,2021-9-5,"The sound design is almost flawless, and even if you're not a fan of racing movies, this one is for film lovers all over the planet."
Ford v Ferrari,Greg Wetherall,NME (New Musical Express),6.0,2021-6-14,"Like an unreliable car, Ford v Ferrari works only in spurts."
